n   emb(s)   emb(ms)
9   1.6682283878326416   1668.2283878326416
9   1.4325506687164307   1432.5506687164307
9   1.4122424125671387   1412.2424125671387
9   1.699608564376831   1699.608564376831
9   1.5354220867156982   1535.4220867156982
9   1.548879861831665   1548.879861831665
9   1.2435195446014404   1243.5195446014404
9   1.696230173110962   1696.230173110962
9   1.2210891246795654   1221.0891246795654
9   1.7668654918670654   1766.8654918670654
9   1.3160970211029053   1316.0970211029053
9   1.3617284297943115   1361.7284297943115
9   1.927262783050537   1927.262783050537
9   1.181560754776001   1181.560754776001
9   1.5068609714508057   1506.8609714508057
9   2.1110405921936035   2111.0405921936035
9   1.5519115924835205   1551.9115924835205
9   1.2840464115142822   1284.0464115142822
9   1.365238904953003   1365.238904953003
9   2.3740601539611816   2374.0601539611816
9   1.4345955848693848   1434.5955848693848
9   1.3982915878295898   1398.2915878295898
9   1.6984472274780273   1698.4472274780273
9   1.4098460674285889   1409.8460674285889
9   2.6657652854919434   2665.7652854919434
9   1.5041003227233887   1504.1003227233887
9   1.414682388305664   1414.682388305664
9   1.417140245437622   1417.140245437622
9   1.394474744796753   1394.474744796753
9   3.3934831619262695   3393.4831619262695
9   2.122572660446167   2122.572660446167
9   1.4444398880004883   1444.4398880004883
9   1.4924840927124023   1492.4840927124023
9   1.4781956672668457   1478.1956672668457
9   1.3929011821746826   1392.9011821746826
9   1.3121914863586426   1312.1914863586426
9   1.4198591709136963   1419.8591709136963
9   3.3725039958953857   3372.5039958953857
9   1.4575350284576416   1457.5350284576416
9   1.345283031463623   1345.283031463623
9   1.4312903881072998   1431.2903881072998
9   1.4034345149993896   1403.4345149993896
9   1.4635658264160156   1463.5658264160156
9   1.3580083847045898   1358.0083847045898
9   1.3991572856903076   1399.1572856903076
9   1.4358155727386475   1435.8155727386475
9   3.64555287361145   3645.55287361145
9   1.495089054107666   1495.089054107666
9   1.327805519104004   1327.805519104004
9   1.4344453811645508   1434.4453811645508
9   1.2625775337219238   1262.5775337219238
9   1.3802800178527832   1380.2800178527832
9   1.418823480606079   1418.823480606079
9   1.4720959663391113   1472.0959663391113
9   1.3248004913330078   1324.8004913330078
9   1.3404650688171387   1340.4650688171387
9   1.325350284576416   1325.350284576416
9   3.915428400039673   3915.428400039673
9   1.3167572021484375   1316.7572021484375
9   1.4331791400909424   1433.1791400909424
9   1.3298535346984863   1329.8535346984863
9   1.3977699279785156   1397.7699279785156
9   1.3360579013824463   1336.0579013824463
9   1.4795141220092773   1479.5141220092773
9   1.4942426681518555   1494.2426681518555
9   1.3693301677703857   1369.3301677703857
9   1.6100406646728516   1610.0406646728516
9   1.3487415313720703   1348.7415313720703
9   1.3647432327270508   1364.7432327270508
9   1.3070907592773438   1307.0907592773438
9   1.371466875076294   1371.466875076294
9   4.547077655792236   4547.077655792236
9   1.4425101280212402   1442.5101280212402
9   1.388777494430542   1388.777494430542
9   1.3655993938446045   1365.5993938446045
9   1.369854211807251   1369.854211807251
9   1.333486557006836   1333.486557006836
9   1.3247077465057373   1324.7077465057373
9   1.3717560768127441   1371.7560768127441
9   1.3667962551116943   1366.7962551116943
9   1.3496203422546387   1349.6203422546387
9   1.4301576614379883   1430.1576614379883
9   1.3405036926269531   1340.5036926269531
9   1.3626596927642822   1362.6596927642822
9   1.4391953945159912   1439.1953945159912
9   1.4802396297454834   1480.2396297454834
9   1.8235070705413818   1823.5070705413818
9   1.464233160018921   1464.233160018921
9   5.454815149307251   5454.815149307251
9   1.424098014831543   1424.098014831543
9   1.574040412902832   1574.040412902832
9   1.4739398956298828   1473.9398956298828
9   1.4658138751983643   1465.8138751983643
9   1.4756550788879395   1475.6550788879395
9   1.405013084411621   1405.013084411621
9   1.4760682582855225   1476.0682582855225
9   1.421051025390625   1421.051025390625
9   1.4703428745269775   1470.3428745269775
9   1.4218239784240723   1421.8239784240723
9   1.4596068859100342   1459.6068859100342
