n   emb(s)   emb(ms)
6   1.8547875881195068   1854.7875881195068
6   1.722438097000122   1722.438097000122
6   1.478477954864502   1478.477954864502
6   1.4010577201843262   1401.0577201843262
6   1.5228877067565918   1522.8877067565918
6   1.6522343158721924   1652.2343158721924
6   1.3980669975280762   1398.0669975280762
6   1.637373685836792   1637.373685836792
6   1.2603800296783447   1260.3800296783447
6   1.8440196514129639   1844.0196514129639
6   1.2364988327026367   1236.4988327026367
6   1.234506607055664   1234.506607055664
6   1.9921236038208008   1992.1236038208008
6   1.3333871364593506   1333.3871364593506
6   1.395193338394165   1395.193338394165
6   2.3635456562042236   2363.5456562042236
6   1.4413154125213623   1441.3154125213623
6   1.471163034439087   1471.163034439087
6   1.409224271774292   1409.224271774292
6   2.258474111557007   2258.474111557007
6   1.3951666355133057   1395.1666355133057
6   1.319885015487671   1319.885015487671
6   1.218052625656128   1218.052625656128
6   1.4344251155853271   1434.4251155853271
6   2.629666805267334   2629.666805267334
6   1.337519884109497   1337.519884109497
6   1.3154444694519043   1315.4444694519043
6   1.2363967895507812   1236.3967895507812
6   1.283217191696167   1283.217191696167
6   2.6514201164245605   2651.4201164245605
6   1.2855331897735596   1285.5331897735596
6   1.2902448177337646   1290.2448177337646
6   1.2871034145355225   1287.1034145355225
6   1.327486515045166   1327.486515045166
6   1.3332583904266357   1333.2583904266357
6   1.4874932765960693   1487.4932765960693
6   1.3160409927368164   1316.0409927368164
6   3.4519755840301514   3451.9755840301514
6   1.3026890754699707   1302.6890754699707
6   1.4939157962799072   1493.9157962799072
6   1.2204091548919678   1220.4091548919678
6   1.3199689388275146   1319.9689388275146
6   1.3337597846984863   1333.7597846984863
6   1.3558268547058105   1355.8268547058105
6   1.3252348899841309   1325.2348899841309
6   1.4011778831481934   1401.1778831481934
6   3.3567166328430176   3356.7166328430176
6   1.2678983211517334   1267.8983211517334
6   1.4287102222442627   1428.7102222442627
6   1.3796472549438477   1379.6472549438477
6   1.436711072921753   1436.711072921753
6   1.3155200481414795   1315.5200481414795
6   1.4579734802246094   1457.9734802246094
6   1.6870718002319336   1687.0718002319336
6   1.6792430877685547   1679.2430877685547
6   1.52211332321167   1522.11332321167
6   1.7214279174804688   1721.4279174804688
6   3.930995464324951   3930.995464324951
6   1.3931119441986084   1393.1119441986084
6   1.400338888168335   1400.338888168335
6   1.3736519813537598   1373.6519813537598
6   1.5170972347259521   1517.0972347259521
6   1.352344036102295   1352.344036102295
6   1.4906482696533203   1490.6482696533203
6   1.3748323917388916   1374.8323917388916
6   1.3465971946716309   1346.5971946716309
6   1.648512363433838   1648.512363433838
6   1.4192256927490234   1419.2256927490234
6   1.3516485691070557   1351.6485691070557
6   1.2888731956481934   1288.8731956481934
6   1.3862264156341553   1386.2264156341553
6   4.437720060348511   4437.720060348511
6   1.3206205368041992   1320.6205368041992
6   1.5344412326812744   1534.4412326812744
6   1.3564960956573486   1356.4960956573486
6   1.3728864192962646   1372.8864192962646
6   1.3162927627563477   1316.2927627563477
6   1.5007824897766113   1500.7824897766113
6   1.5570616722106934   1557.0616722106934
6   1.4690077304840088   1469.0077304840088
6   1.5021753311157227   1502.1753311157227
6   1.4268341064453125   1426.8341064453125
6   1.455611228942871   1455.611228942871
6   1.442763090133667   1442.763090133667
6   1.4698982238769531   1469.8982238769531
6   1.6334960460662842   1633.4960460662842
6   1.522542953491211   1522.542953491211
6   1.5014359951019287   1501.4359951019287
6   5.7967212200164795   5796.7212200164795
6   1.3967230319976807   1396.7230319976807
6   1.41497802734375   1414.97802734375
6   1.469252347946167   1469.252347946167
6   1.4383108615875244   1438.3108615875244
6   1.3317999839782715   1331.7999839782715
6   1.4619228839874268   1461.9228839874268
6   1.597733974456787   1597.733974456787
6   1.6872291564941406   1687.2291564941406
6   1.540177822113037   1540.177822113037
6   1.5673081874847412   1567.3081874847412
6   1.7059247493743896   1705.9247493743896
