n   d   num_itr   sp_name   p_sol   energy   variables   qubits   chain_strength   chain_break_method   py_time   embedding_time   qpu_sampling_time   qpu_anneal_time_per_sample   qpu_readout_time_per_sample   qpu_access_time   qpu_access_overhead_time   qpu_programming_time   qpu_delay_time_per_sample   total_post_processing_time   post_processing_overhead_time
7   8   1000   EmbeddingComposite   0.001   -14.0   49   263   3.116304221349385   majority_vote   22664.48926925659   1690.814733505249      132.46   0.02   0.09192   148.21957   2.69443   15.75957   0.02054   1.452   1.452
7   7   1000   EmbeddingComposite   0.002   -14.0   49   276   3.116304221349385   majority_vote   13158.408164978027   2088.9177322387695      137.68   0.02   0.09714   153.43917000000002   3.44783   15.759170000000001   0.02054   2.9410000000000003   2.9410000000000003
7   6   1000   EmbeddingComposite   0.005   -14.0   49   283   3.116304221349385   majority_vote   11428.51448059082   2231.257915496826      138.88   0.02   0.09834000000000001   154.63717000000003   1.08683   15.75717   0.02054   2.957   2.957
7   5   1000   EmbeddingComposite   0.001   -14.0   49   260   3.116304221349385   majority_vote   7019.968509674072   1709.162712097168      134.26   0.02   0.09372   150.01757   6.937430000000001   15.75757   0.02054   1.437   1.437
7   4   1000   EmbeddingComposite   0.003   -14.0   49   275   3.116304221349385   majority_vote   11343.74189376831   1804.9018383026123      148.32   0.02   0.10778   164.07797   2.77003   15.75797   0.02054   2.871   2.871
7   3   1000   EmbeddingComposite   0.002   -14.0   49   281   3.116304221349385   majority_vote   9471.787929534912   1846.3869094848633      132.98   0.02   0.09244   148.73837   1.51363   15.758370000000001   0.02054   4.721   4.721
7   2   1000   EmbeddingComposite   0.001   -14.0   49   287   3.116304221349385   majority_vote   10112.557649612427   1880.699634552002      151.38   0.02   0.11084000000000001   167.13877   1.89923   15.75877   0.02054   1.399   1.399
7   1   1000   EmbeddingComposite   0.002   -14.0   49   273   3.116304221349385   majority_vote   11160.31002998352   1886.6453170776367      138.6   0.02   0.09806000000000001   154.35837   2.0356300000000003   15.758370000000001   0.02054   2.869   2.869
7   0   1000   EmbeddingComposite   0.001   -14.0   49   276   3.116304221349385   majority_vote   7193.450927734375   1853.6596298217773      135.1   0.02   0.09456   150.85837   1.8886300000000003   15.758370000000001   0.02054   3.357   3.357

