n   d   num_itr   sp_name   p_sol   energy   variables   qubits   chain_strength   chain_break_method   py_time   embedding_time   qpu_sampling_time   qpu_anneal_time_per_sample   qpu_readout_time_per_sample   qpu_access_time   qpu_access_overhead_time   qpu_programming_time   qpu_delay_time_per_sample   total_post_processing_time   post_processing_overhead_time
10   18   1000   FixedEmbeddingComposite   0.003   -20.0   44   195   2.787540117933894   majority_vote   14689.76640701294   14598.804950714111      169.64000000000001   0.02   0.1291   185.40037   2.30363   15.760370000000002   0.02054   3.0340000000000003   3.0340000000000003
10   18   1000   FixedEmbeddingComposite   0.002   -20.0   44   204   2.787540117933894   majority_vote   5795.496702194214   5693.715572357178      130.18   0.02   0.08964   145.94117000000003   1.2368299999999999   15.76117   0.02054   2.727   2.727

10   18   1000   FixedEmbeddingComposite   0.002   -20.0   44   194   2.787540117933894   majority_vote   6728.294610977173   6629.773855209351      173.3   0.02   0.13276   189.06437   2.10563   15.764370000000001   0.02054   0.97   0.97
10   18   1000   FixedEmbeddingComposite   0.019   -20.0   44   195   2.787540117933894   majority_vote   5791.632413864136   5700.902223587036      127.98   0.02   0.08744   143.74117   2.16883   15.76117   0.02054   1.711   1.711
10   18   1000   FixedEmbeddingComposite   0.002   -20.0   44   204   2.787540117933894   majority_vote   4230.725526809692   4117.305755615234      138.92000000000002   0.02   0.09838   154.68157000000002   1.46743   15.76157   0.02054   0.858   0.858
10   18   1000   FixedEmbeddingComposite   0.0   -16.0   44   197   2.787540117933894   majority_vote   5763.197898864746   5665.983200073242      130.36   0.02   0.08982   146.12077   1.25223   15.76077   0.02054   2.755   2.755
10   18   1000   FixedEmbeddingComposite   0.0   -18.0   44   207   2.787540117933894   majority_vote   5117.845296859741   5028.698444366455      93.52   0.02   0.05298   109.28077   2.3182300000000002   15.76077   0.02054   0.914   0.914
10   18   1000   FixedEmbeddingComposite   0.004   -20.0   44   215   2.787540117933894   majority_vote   6518.0981159210205   6424.006938934326      132.56   0.02   0.09202   148.31997   2.39103   15.75997   0.02054   3.072   3.072
10   18   1000   FixedEmbeddingComposite   0.002   -20.0   44   200   2.787540117933894   majority_vote   7545.926570892334   7456.733703613281      133.4   0.02   0.09286   149.16117000000003   2.33783   15.76117   0.02054   1.416   1.416

10   18   1000   FixedEmbeddingComposite   0.008   -20.0   44   199   2.787540117933894   majority_vote   5337.923765182495   5224.116563796997      135.18   0.02   0.09464   150.94237   1.8946300000000003   15.76237   0.02054   2.722   2.722
10   18   1000   FixedEmbeddingComposite   0.002   -20.0   44   194   2.787540117933894   majority_vote   5558.26997756958   5447.7434158325195      167.52   0.02   0.12698   183.28037   1.47463   15.760370000000002   0.02054   1.6520000000000001   1.6520000000000001
10   18   1000   FixedEmbeddingComposite   0.005   -20.0   44   199   2.787540117933894   majority_vote   7303.645133972168   7191.307544708252      131.5   0.02   0.09096   147.26117000000002   1.27483   15.76117   0.02054   1.857   1.857
10   18   1000   FixedEmbeddingComposite   0.004   -20.0   44   192   2.787540117933894   majority_vote   6375.858545303345   6278.300762176514      132.48   0.02   0.09194   148.23997   1.80603   15.75997   0.02054   1.096   1.096
10   18   1000   FixedEmbeddingComposite   0.001   -20.0   44   197   2.787540117933894   majority_vote   6608.463525772095   6516.507148742676      107.32000000000001   0.02   0.06678   123.08077   1.12123   15.76077   0.02054   0.866   0.866

10   18   1000   FixedEmbeddingComposite   0.007   -20.0   44   207   2.787540117933894   majority_vote   3192.4970149993896   3087.7881050109863      170.52   0.02   0.12997999999999998   186.28037   3.41263   15.760370000000002   0.02054   1.121   1.121
10   18   1000   FixedEmbeddingComposite   0.0   -18.0   44   189   2.787540117933894   majority_vote   8282.674074172974   8185.408353805542      197.28   0.02   0.15674000000000002   213.04037   1.5006300000000001   15.760370000000002   0.02054   1.415   1.415
10   18   1000   FixedEmbeddingComposite   0.001   -20.0   44   195   2.787540117933894   majority_vote   9187.10994720459   8014.072895050049      128.4   0.02   0.08786000000000001   144.16076999999999   2.06123   15.76077   0.02054   1.041   1.041
10   18   1000   FixedEmbeddingComposite   0.004   -20.0   44   202   2.787540117933894   majority_vote   5818.520307540894   4903.237342834473      133.14000000000001   0.02   0.0926   148.90037   3.83863   15.760370000000002   0.02054   0.977   0.977
10   18   1000   FixedEmbeddingComposite   0.01   -20.0   44   189   2.787540117933894   majority_vote   8522.089958190918   7137.176513671875      185.86   0.02   0.14532   201.62157000000002   1.94643   15.76157   0.02054   4.518   4.518

10   18   1000   FixedEmbeddingComposite   0.001   -20.0   44   190   2.787540117933894   majority_vote   8738.840103149414   7030.489683151245      176.48   0.02   0.13594   192.24277   4.585229999999999   15.762770000000002   0.02054   1.436   1.436
10   18   1000   FixedEmbeddingComposite   0.002   -20.0   44   211   2.787540117933894   majority_vote   5584.342956542969   3495.3126907348633      200.72   0.02   0.16018000000000002   216.48237   4.512630000000001   15.76237   0.02054   1.72   1.72
10   18   1000   FixedEmbeddingComposite   0.003   -20.0   44   200   2.787540117933894   majority_vote   5198.179483413696   3659.6639156341553      175.12   0.02   0.13458   190.88117000000003   2.64783   15.76117   0.02054   0.969   0.969
10   18   1000   FixedEmbeddingComposite   0.0   -18.0   44   199   2.787540117933894   majority_vote   7905.347585678101   6241.164922714233      133.18   0.02   0.09264   148.93957   2.75143   15.75957   0.02054   0.962   0.962
10   18   1000   FixedEmbeddingComposite   0.009   -20.0   44   193   2.787540117933894   majority_vote   7630.292177200317   6759.970426559448      113.32000000000001   0.02   0.07278   129.08197   1.43203   15.76197   0.02054   1.101   1.101
10   18   1000   FixedEmbeddingComposite   0.003   -20.0   44   199   2.787540117933894   majority_vote   4301.415920257568   3385.432243347168      126.42   0.02   0.08588   142.18277   1.29623   15.762770000000002   0.02054   2.799   2.799

