n	qpu_t	find_embedding_t	FixedEmbedding_t	num_qubits	topology
5	1.0530052185058594	0.23381280899047852	0.0022330284118652344	62	zephyr
5	1.2596232891082764	0.23063039779663086	0.0027685165405273438	57	zephyr
5	1.2587049007415771	0.34552574157714844	0.004006862640380859	60	zephyr
5	1.1907269954681396	0.20347142219543457	0.002802610397338867	62	zephyr
5	1.1051485538482666	0.15570402145385742	0.002897500991821289	61	zephyr
5	0.9857211112976074	0.1647167205810547	0.002748727798461914	63	zephyr
5	1.2272140979766846	0.18758392333984375	0.0028929710388183594	60	zephyr
5	1.074167013168335	0.2384650707244873	0.0027992725372314453	64	zephyr
5	1.3442788124084473	0.25609731674194336	0.002936840057373047	60	zephyr
5	1.0091946125030518	0.16580843925476074	0.0028383731842041016	59	zephyr
5	1.564955472946167	0.1246035099029541	0.0025386810302734375	59	zephyr
5	1.06032395362854	0.17981529235839844	0.0025987625122070312	58	zephyr
5	1.8844680786132812	0.31763625144958496	0.002848386764526367	60	zephyr
5	1.3289210796356201	0.29160547256469727	0.0034372806549072266	60	zephyr
5	1.0898094177246094	0.16159510612487793	0.0035963058471679688	61	zephyr
5	0.958808183670044	0.13082027435302734	0.002765655517578125	59	zephyr
5	2.1148595809936523	0.34652209281921387	0.002830982208251953	61	zephyr
5	1.353675365447998	0.15968680381774902	0.0031392574310302734	63	zephyr
5	1.2776460647583008	0.2373359203338623	0.0030133724212646484	60	zephyr
5	1.0893878936767578	0.18599891662597656	0.0028188228607177734	66	zephyr
5	1.0359890460968018	0.19969797134399414	0.002804994583129883	58	zephyr
5	1.6609623432159424	0.1685035228729248	0.002969980239868164	57	zephyr
5	0.9786548614501953	0.19447970390319824	0.002590656280517578	65	zephyr
5	1.0409314632415771	0.23244452476501465	0.0029561519622802734	61	zephyr
5	0.9995534420013428	0.1961684226989746	0.002829313278198242	62	zephyr
5	1.0536181926727295	0.2649726867675781	0.0027980804443359375	60	zephyr
5	2.1107730865478516	0.2529745101928711	0.0023136138916015625	59	zephyr
5	1.6156151294708252	0.21183300018310547	0.00279998779296875	58	zephyr
5	1.0026991367340088	0.324188232421875	0.0029807090759277344	57	zephyr
5	1.3807165622711182	0.3277268409729004	0.002860546112060547	59	zephyr
5	2.226973533630371	0.11754035949707031	0.002831697463989258	63	zephyr
5	1.696566104888916	0.2847099304199219	0.003004312515258789	62	zephyr
5	1.5142383575439453	0.2093970775604248	0.0027780532836914062	59	zephyr
5	1.783381700515747	0.13350534439086914	0.002816915512084961	59	zephyr
5	1.4105215072631836	0.2594032287597656	0.0031347274780273438	60	zephyr
5	1.0297706127166748	0.249755859375	0.0029113292694091797	60	zephyr
5	1.30159330368042	0.3018605709075928	0.003748178482055664	57	zephyr
5	1.1561336517333984	0.1482524871826172	0.003067493438720703	61	zephyr
5	1.637962818145752	0.25890135765075684	0.0023162364959716797	60	zephyr
5	1.1659860610961914	0.1971886157989502	0.0028493404388427734	58	zephyr
5	1.1489462852478027	0.32137632369995117	0.0022635459899902344	57	zephyr
5	2.0182275772094727	0.21810364723205566	0.0031845569610595703	60	zephyr
5	1.1021380424499512	0.2693047523498535	0.0030562877655029297	61	zephyr
5	1.4258649349212646	0.24109864234924316	0.003328084945678711	60	zephyr
5	1.1620802879333496	0.29071617126464844	0.002330780029296875	58	zephyr
5	1.7823445796966553	0.3309037685394287	0.003730297088623047	59	zephyr
5	0.9868979454040527	0.2118995189666748	0.0032105445861816406	60	zephyr
