n	qpu_t	find_embedding_t	FixedEmbedding_t	num_qubits	topology
9	2.083385467529297	224.39667057991028	0.006647348403930664	0	chimera
9	1.3571174144744873	220.57705521583557	0.010416269302368164	0	chimera
9	1.1432149410247803	189.98138546943665	0.01065516471862793	0	chimera
9	1.2716989517211914	181.7018370628357	0.009916543960571289	0	chimera
9	1.3743164539337158	209.9602677822113	0.009639739990234375	0	chimera
9	1.3988521099090576	169.58717489242554	0.009813070297241211	0	chimera
9	1.0922961235046387	183.2931933403015	0.00903463363647461	0	chimera
9	1.4752998352050781	187.62000679969788	0.011180400848388672	0	chimera
9	1.3380520343780518	187.2913908958435	0.00955820083618164	0	chimera
9	1.8684735298156738	203.10351157188416	0.015840768814086914	0	chimera
9	1.44138765335083	243.22159457206726	0.009872913360595703	0	chimera
9	1.14231538772583	135.0488784313202	0.01014089584350586	0	chimera
9	1.8329157829284668	234.27802324295044	0.00941610336303711	0	chimera
9	1.109731912612915	241.26041865348816	0.010128021240234375	0	chimera
9	1.1447055339813232	160.95972180366516	0.00890207290649414	0	chimera
9	1.7830429077148438	249.29984641075134	0.009536504745483398	0	chimera
9	1.1064260005950928	200.83026003837585	0.009380578994750977	0	chimera
9	1.119312047958374	202.66253113746643	0.013148307800292969	0	chimera
9	1.2001097202301025	208.8171775341034	0.008906364440917969	0	chimera
9	2.024869441986084	225.6140582561493	0.010239601135253906	0	chimera
9	1.0661060810089111	189.71923565864563	0.010176658630371094	0	chimera
9	1.134615182876587	237.74672627449036	0.00859522819519043	0	chimera
9	1.1188323497772217	150.2412281036377	0.010022163391113281	0	chimera
9	2.336186170578003	260.0573263168335	0.010350227355957031	0	chimera
9	1.1106433868408203	167.39456367492676	0.010364294052124023	0	chimera
9	1.1879518032073975	144.05891489982605	0.011911392211914062	0	chimera
9	1.1359679698944092	260.7389647960663	0.009921550750732422	0	chimera
9	1.1009457111358643	190.7170398235321	0.014364004135131836	0	chimera
9	1.3505189418792725	176.60136079788208	0.011827230453491211	0	chimera
9	2.9736080169677734	220.16023445129395	0.010879755020141602	0	chimera
9	1.3592870235443115	173.62349486351013	0.010441303253173828	0	chimera
9	1.2684786319732666	226.87985467910767	0.009324312210083008	0	chimera
