    0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  chain_break_fraction  energy  num_occurrences
0   0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -8.0               40
1   0  1  0  0  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -8.0               32
2   0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0625    -8.0                1
3   0  0  1  1  1  0  0  0  0  0   0   1   0   1   0   0                0.0625    -6.0                1
4   0  0  0  1  1  0  0  0  0  0   0   1   0   1   0   0                0.0625    -6.0                4
5   0  0  0  0  0  0  1  0  1  0   0   0   0   0   0   1                0.0000    -6.0                1
6   0  0  1  0  0  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                3
7   0  0  1  1  1  0  0  0  0  0   0   0   0   1   0   0                0.0000    -6.0                1
8   0  0  1  0  0  0  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0                1
9   0  0  1  0  0  0  0  0  0  1   0   0   0   0   0   1                0.0000    -6.0                2
10  0  0  1  0  0  1  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0                1
11  0  0  0  1  1  0  0  0  0  0   1   0   0   1   0   0                0.0000    -6.0                2
12  1  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                2
13  0  1  0  0  0  0  0  1  0  0   0   0   1   0   1   0                0.0000    -6.0                1
14  0  0  0  1  0  1  0  0  0  0   0   0   0   0   1   0                0.0000    -6.0                2
15  1  0  1  0  0  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                6
16  0  0  0  0  0  1  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0                3
17  0  1  0  0  0  0  0  1  1  0   0   0   1   0   0   0                0.0000    -6.0                6
18  0  0  1  0  1  0  0  0  0  0   0   0   0   1   0   1                0.0000    -6.0                2
19  0  0  1  0  1  0  0  0  0  0   0   0   0   0   0   1                0.0000    -6.0                1
20  0  0  0  1  1  0  0  0  0  0   1   0   0   0   0   0                0.0000    -6.0                2
21  0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   1                0.0000    -6.0                1
22  1  0  0  0  0  0  0  1  0  1   0   0   0   0   1   0                0.0000    -6.0                1
23  1  0  0  0  0  0  0  1  0  1   0   0   0   0   0   0                0.0000    -6.0                4
24  1  0  0  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                2
25  0  1  0  0  0  0  0  0  1  0   0   0   0   0   1   1                0.0000    -6.0                1
