    0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  chain_break_fraction  energy  num_occurrences
0   0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -8.0               37
1   0  1  0  0  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -8.0               29
2   0  1  0  0  0  0  0  1  1  0   0   0   0   0   1   0                0.0625    -8.0                1
3   1  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                1
4   1  0  1  0  0  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                3
5   1  0  0  0  0  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                1
6   0  1  0  0  0  0  1  0  1  0   0   0   0   0   0   1                0.0000    -6.0                2
7   0  0  1  0  1  0  0  0  0  0   0   1   1   1   0   0                0.0000    -6.0                1
8   0  1  0  0  0  0  0  1  1  0   0   0   0   0   0   0                0.0000    -6.0                1
9   0  0  1  0  0  1  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0                1
10  0  1  0  0  0  0  0  0  1  0   0   0   0   0   1   0                0.0000    -6.0                4
11  0  1  0  0  0  0  0  1  0  0   0   0   1   0   1   0                0.0000    -6.0                1
12  0  0  0  0  0  0  1  0  1  0   0   0   0   0   0   1                0.0000    -6.0                3
13  0  1  0  0  0  0  0  0  1  0   0   0   0   0   1   1                0.0000    -6.0                3
14  0  0  1  0  1  0  0  0  0  0   0   0   0   0   0   1                0.0000    -6.0                8
15  0  0  0  0  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -6.0                1
16  0  1  0  0  0  0  0  1  1  0   0   0   0   0   0   1                0.0000    -6.0                1
17  1  0  0  0  0  0  0  1  0  0   0   0   0   0   1   0                0.0000    -6.0                1
18  0  0  1  0  0  0  0  0  0  0   0   1   1   1   0   0                0.0000    -6.0                1
19  0  0  1  0  1  0  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0                1
20  0  0  1  0  1  0  0  0  0  0   0   0   0   1   0   1                0.0000    -6.0                2
21  0  1  0  0  0  0  0  1  0  0   0   0   0   0   1   0                0.0000    -6.0                2
22  0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   1                0.0000    -6.0                2
23  0  0  1  0  1  0  0  0  0  0   0   1   0   0   0   1                0.0000    -6.0                5
24  0  0  0  0  0  1  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0                2
25  0  1  0  0  0  0  0  0  1  0   0   0   0   0   0   1                0.0000    -6.0                4
26  1  0  0  0  0  0  1  0  0  0   0   1   0   1   0   0                0.0000    -6.0                2
27  0  1  0  1  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -6.0                1
28  0  0  0  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                3
