n   emb(s)   emb(ms)
7   1.877265214920044   1877.265214920044
7   1.5564079284667969   1556.4079284667969
7   1.4281163215637207   1428.1163215637207
7   1.5189368724822998   1518.9368724822998
7   1.7138779163360596   1713.8779163360596
7   1.6845166683197021   1684.5166683197021
7   1.4630208015441895   1463.0208015441895
7   2.1668803691864014   2166.8803691864014
7   1.3519690036773682   1351.9690036773682
7   1.9655845165252686   1965.5845165252686
7   1.3555707931518555   1355.5707931518555
7   1.222846269607544   1222.846269607544
7   1.9185009002685547   1918.5009002685547
7   1.3869314193725586   1386.9314193725586
7   1.2418954372406006   1241.8954372406006
7   2.2675423622131348   2267.5423622131348
7   1.2490222454071045   1249.0222454071045
7   1.599407434463501   1599.407434463501
7   1.771256685256958   1771.256685256958
7   2.3597874641418457   2359.7874641418457
7   1.2505991458892822   1250.5991458892822
7   1.2114553451538086   1211.4553451538086
7   1.380028247833252   1380.028247833252
7   1.2387609481811523   1238.7609481811523
7   2.4544966220855713   2454.4966220855713
7   1.4364523887634277   1436.4523887634277
7   1.4906980991363525   1490.6980991363525
7   1.4619731903076172   1461.9731903076172
7   1.39589262008667   1395.89262008667
7   2.909630298614502   2909.630298614502
7   1.5280616283416748   1528.0616283416748
7   1.6023061275482178   1602.3061275482178
7   1.329050064086914   1329.050064086914
7   1.372230052947998   1372.230052947998
7   1.2953848838806152   1295.3848838806152
7   1.2492337226867676   1249.2337226867676
7   1.409106969833374   1409.106969833374
7   3.1608493328094482   3160.8493328094482
7   1.492485523223877   1492.485523223877
7   1.3446369171142578   1344.6369171142578
7   1.3567147254943848   1356.7147254943848
7   1.2955563068389893   1295.5563068389893
7   1.4752545356750488   1475.2545356750488
7   2.028167486190796   2028.167486190796
7   1.4315032958984375   1431.5032958984375
7   1.4179153442382812   1417.9153442382812
7   3.7011401653289795   3701.1401653289795
7   1.351097583770752   1351.097583770752
7   1.607947826385498   1607.947826385498
7   1.5863306522369385   1586.3306522369385
7   1.4562227725982666   1456.2227725982666
7   1.354262113571167   1354.262113571167
7   1.6098737716674805   1609.8737716674805
7   1.3009674549102783   1300.9674549102783
7   1.5101630687713623   1510.1630687713623
7   1.513012409210205   1513.012409210205
7   1.4186286926269531   1418.6286926269531
7   4.13226318359375   4132.26318359375
7   1.405329704284668   1405.329704284668
7   1.4443705081939697   1444.3705081939697
7   1.5175471305847168   1517.5471305847168
7   1.4787721633911133   1478.7721633911133
7   1.4688398838043213   1468.8398838043213
7   1.497920036315918   1497.920036315918
7   1.4842448234558105   1484.2448234558105
7   1.4549148082733154   1454.9148082733154
7   1.4173171520233154   1417.3171520233154
7   1.5210251808166504   1521.0251808166504
7   1.473388910293579   1473.388910293579
7   1.4251213073730469   1425.1213073730469
7   1.606072187423706   1606.072187423706
7   4.747528791427612   4747.528791427612
7   1.781947135925293   1781.947135925293
7   1.3953139781951904   1395.3139781951904
7   1.3879897594451904   1387.9897594451904
7   1.4300298690795898   1430.0298690795898
7   1.6546268463134766   1654.6268463134766
7   1.3874385356903076   1387.4385356903076
7   1.3913562297821045   1391.3562297821045
7   1.3120594024658203   1312.0594024658203
7   1.4789495468139648   1478.9495468139648
7   1.4315340518951416   1431.5340518951416
7   1.3392612934112549   1339.2612934112549
7   1.3702173233032227   1370.2173233032227
7   1.7137024402618408   1713.7024402618408
7   1.5356800556182861   1535.6800556182861
7   1.4309372901916504   1430.9372901916504
7   1.4487717151641846   1448.7717151641846
7   8.494201421737671   8494.20142173767
7   2.6439363956451416   2643.9363956451416
7   2.512200355529785   2512.200355529785
7   2.6468851566314697   2646.8851566314697
7   2.4230403900146484   2423.0403900146484
7   1.8957140445709229   1895.7140445709229
7   1.759427785873413   1759.427785873413
7   2.2130746841430664   2213.0746841430664
7   1.7805006504058838   1780.5006504058838
7   1.8519039154052734   1851.9039154052734
7   1.6084988117218018   1608.4988117218018
7   1.5382311344146729   1538.2311344146729
