     0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  chain_break_fraction  energy  num_occurrences
0    0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -8.0              108
1    0  1  0  0  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -8.0               89
2    0  0  0  1  1  0  0  0  0  0   1   0   0   0   0   0                0.0000    -6.0                5
3    0  1  0  0  0  0  0  0  0  0   1   0   1   0   0   0                0.0000    -6.0               15
4    0  1  0  0  0  0  0  1  0  0   1   0   1   0   0   0                0.0000    -6.0                3
5    1  0  0  0  0  0  1  0  0  0   0   0   0   1   0   0                0.0000    -6.0                3
6    1  0  0  0  0  0  1  0  0  0   0   1   0   1   0   0                0.0000    -6.0                9
7    0  0  0  1  1  0  0  0  0  0   1   0   0   1   0   0                0.0000    -6.0                6
8    0  0  0  1  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -6.0                1
9    0  0  0  1  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                7
10   0  1  0  0  0  0  0  0  1  0   0   0   0   0   1   0                0.0000    -6.0                3
11   0  1  0  0  0  0  0  0  1  0   0   0   0   0   1   1                0.0000    -6.0                3
12   0  0  0  0  0  0  1  0  1  0   0   0   0   0   0   1                0.0000    -6.0                7
13   1  1  0  0  0  0  0  1  0  0   0   0   0   0   1   0                0.0000    -6.0                2
14   0  1  0  0  0  0  0  1  0  0   0   0   0   0   1   0                0.0000    -6.0                1
15   1  0  0  0  0  0  0  1  0  1   0   0   0   0   0   0                0.0000    -6.0                8
16   0  0  1  0  1  0  0  0  0  0   0   0   0   1   0   1                0.0000    -6.0                3
17   0  0  1  0  0  1  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0                6
18   0  0  1  1  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                3
19   0  0  1  1  1  0  0  0  0  0   0   0   0   1   0   0                0.0000    -6.0                3
20   0  1  0  1  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -6.0                4
21   0  0  1  0  1  0  0  0  0  0   0   0   0   0   0   1                0.0000    -6.0                1
22   0  1  0  0  0  0  0  1  1  0   0   0   0   0   0   0                0.0000    -6.0                5
23   0  0  0  1  0  1  0  0  1  0   0   0   0   0   1   0                0.0000    -6.0                1
24   1  0  0  0  0  0  0  1  0  0   0   0   0   0   1   0                0.0000    -6.0                4
25   0  0  1  0  0  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                2
26   0  1  0  0  0  0  0  1  1  0   0   0   1   0   1   0                0.0000    -6.0                3
27   0  0  1  0  0  0  0  0  0  0   0   1   1   1   0   0                0.0000    -6.0                6
28   0  0  1  0  1  0  0  0  0  0   0   0   0   1   0   0                0.0000    -6.0                1
29   0  0  1  0  1  0  0  0  0  0   0   1   0   0   0   0                0.0000    -6.0                1
30   0  1  0  0  0  0  0  1  1  0   0   0   0   0   0   1                0.0000    -6.0                2
31   0  0  0  1  0  1  0  0  0  0   0   0   0   0   1   0                0.0000    -6.0                1
32   0  1  0  0  0  0  0  1  1  0   0   0   0   0   1   1                0.0000    -6.0                4
33   1  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                3
34   0  1  0  0  0  0  0  1  0  0   0   0   1   0   1   0                0.0000    -6.0                2
35   1  0  0  0  0  0  0  1  0  1   0   0   0   0   1   0                0.0000    -6.0                3
36   0  0  1  0  0  0  0  0  0  1   0   0   0   0   0   1                0.0000    -6.0                7
37   0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   1                0.0000    -6.0                1
38   1  0  0  0  0  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                4
39   1  1  0  0  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -6.0                2
40   0  0  1  0  1  0  0  0  0  1   0   0   0   0   0   1                0.0000    -6.0                4
41   0  0  1  0  1  0  0  0  0  0   0   1   0   0   0   1                0.0000    -6.0                3
42   0  0  1  0  1  0  0  0  0  0   0   1   1   1   0   0                0.0000    -6.0                4
43   0  1  0  1  0  0  0  0  1  0   0   0   0   0   1   0                0.0000    -6.0                1
44   1  0  0  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                3
45   0  0  0  1  1  0  0  0  0  0   0   0   0   1   0   0                0.0000    -6.0                3
46   0  1  0  0  0  0  0  0  1  0   0   0   0   0   0   1                0.0000    -6.0                6
47   0  0  0  1  0  0  0  0  1  0   0   0   0   0   1   0                0.0000    -6.0                2
48   0  0  1  0  0  0  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0               10
49   0  0  0  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                2
50   1  0  1  0  0  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                5
51   0  1  0  0  0  0  1  0  1  0   0   0   0   0   0   1                0.0000    -6.0                4
52   0  1  0  0  0  0  0  1  0  0   0   0   1   0   0   0                0.0000    -6.0                2
53   0  1  0  0  0  0  0  1  1  0   0   0   1   0   0   0                0.0000    -6.0                5
54   0  0  0  0  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -6.0                2
55   0  0  0  0  0  1  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0               13
56   0  0  1  0  1  0  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0                9
57   0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0625    -8.0                2
58   0  0  1  0  1  0  0  0  0  0   0   1   1   1   0   0                0.0625    -6.0                2
59   0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   1                0.0625    -6.0                1
60   0  1  0  0  0  0  0  1  1  0   1   0   1   0   0   0                0.0000    -4.0                1
61   0  1  0  0  0  0  0  1  0  0   1   0   0   0   0   0                0.0000    -4.0                1
62   0  1  0  0  0  1  0  0  0  0   1   0   1   0   0   0                0.0000    -4.0                1
63   0  1  0  0  0  1  0  0  0  0   0   0   0   0   1   0                0.0000    -4.0                1
64   0  1  0  0  0  1  0  0  1  0   0   0   0   0   1   0                0.0000    -4.0                1
65   0  0  0  1  0  0  1  0  1  0   0   0   0   0   0   1                0.0000    -4.0                1
66   0  0  1  0  1  0  0  0  0  0   1   1   1   0   0   0                0.0000    -4.0                2
67   0  1  0  0  0  0  0  1  1  0   1   0   0   0   0   0                0.0000    -4.0                1
68   0  1  0  0  0  0  0  0  1  1   0   0   0   0   0   1                0.0000    -4.0                2
69   1  0  0  0  0  0  0  0  0  1   0   0   0   0   0   0                0.0000    -4.0                1
70   0  1  0  0  0  0  0  0  0  0   1   0   0   0   0   1                0.0000    -4.0                1
71   0  0  1  0  0  0  0  0  0  1   0   1   1   0   0   0                0.0000    -4.0                1
72   0  0  1  0  1  0  0  0  0  0   0   0   0   0   0   0                0.0000    -4.0                1
73   0  0  1  0  0  0  1  0  0  1   0   0   0   0   0   1                0.0000    -4.0                1
74   0  0  0  0  0  0  1  1  1  0   0   0   0   0   0   1                0.0000    -4.0                1
75   0  1  0  0  0  0  0  0  0  1   0   0   0   0   0   1                0.0000    -4.0                1
76   0  1  0  0  0  0  0  0  1  0   1   0   0   0   0   0                0.0000    -4.0                1
77   0  0  0  0  0  0  0  1  0  1   0   0   0   0   0   1                0.0000    -4.0                1
78   0  1  0  0  1  0  0  0  0  0   0   0   0   0   0   1                0.0000    -4.0                1
79   0  1  0  0  0  0  0  0  0  0   1   0   1   0   0   1                0.0000    -4.0                1
80   0  0  1  0  0  0  0  0  0  0   0   1   0   0   0   0                0.0000    -4.0                1
81   0  0  0  0  0  0  1  0  0  1   0   0   0   0   0   1                0.0000    -4.0                1
82   0  0  0  0  1  0  0  0  0  0   1   0   0   0   0   1                0.0000    -4.0                3
83   0  1  0  0  0  0  0  0  1  0   1   0   0   0   0   1                0.0000    -4.0                1
84   0  0  0  0  0  0  0  0  1  1   0   0   0   0   0   1                0.0000    -4.0                1
85   0  0  1  0  1  0  0  0  0  0   1   0   1   0   0   0                0.0000    -4.0                1
86   0  0  0  0  1  0  0  0  0  0   0   0   0   0   0   1                0.0000    -4.0                1
87   0  0  1  0  1  0  0  0  0  0   1   1   0   0   0   0                0.0000    -4.0                1
88   0  0  0  0  0  1  0  1  0  0   0   1   1   0   0   0                0.0000    -4.0                1
89   0  0  0  0  0  1  0  0  0  0   0   1   0   0   1   0                0.0000    -4.0                1
90   1  0  0  0  0  0  1  0  1  0   0   0   0   0   0   0                0.0000    -4.0                1
91   0  0  0  1  0  0  0  0  1  0   1   0   0   0   0   0                0.0000    -4.0                1
92   0  0  0  1  1  0  0  0  1  0   0   0   0   1   0   0                0.0000    -4.0                1
93   0  0  0  0  0  0  0  1  1  1   0   0   0   0   0   1                0.0000    -4.0                1
94   0  0  1  0  0  0  1  0  1  0   0   0   0   0   0   1                0.0000    -4.0                1
95   0  1  0  0  0  0  0  0  0  0   1   1   1   0   0   0                0.0000    -4.0                1
96   0  0  0  0  0  0  0  0  0  0   1   0   1   0   0   0                0.0000    -4.0                1
97   0  0  1  0  0  0  0  0  0  0   0   1   1   0   0   1                0.0000    -4.0                1
