n   d   nvars   num_itr   p_sol   sp_name   py_time   energy   solution
100   0   10000   1   1.0   SimulatedAnnealingSampler   8935.40620803833   -200.0   YES
100   0   10000   1   0.0   SimulatedAnnealingSampler   10040.446281433105   -198.0   NO
100   0   10000   1   1.0   SimulatedAnnealingSampler   8718.761444091797   -200.0   YES
100   0   10000   1   0.0   SimulatedAnnealingSampler   8713.62280845642   -198.0   NO
100   0   10000   1   1.0   SimulatedAnnealingSampler   8822.785139083862   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8670.987844467163   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8576.778888702393   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8714.354991912842   -200.0   YES
100   0   10000   1   0.0   SimulatedAnnealingSampler   8675.121784210205   -198.0   NO
100   0   10000   1   1.0   SimulatedAnnealingSampler   8675.951957702637   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8590.341567993164   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8286.364555358887   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8661.745309829712   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8749.46928024292   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8511.59119606018   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8389.098405838013   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8602.63729095459   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8309.988975524902   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8466.0165309906   -200.0   YES
100   0   10000   1   0.0   SimulatedAnnealingSampler   8310.44888496399   -198.0   NO
100   0   10000   1   1.0   SimulatedAnnealingSampler   8337.628364562988   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8872.525930404663   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8428.967952728271   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8399.571180343628   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8653.562068939209   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8290.505170822144   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8093.222618103027   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8615.846395492554   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8497.53212928772   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8176.759243011475   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8251.749038696289   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8809.024333953857   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8169.276714324951   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8522.999286651611   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8301.116943359375   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8249.698638916016   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8651.109218597412   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8365.848302841187   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8213.206052780151   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8557.9993724823   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8473.450660705566   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8534.986972808838   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8905.179738998413   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8504.254817962646   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8312.162637710571   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8743.10827255249   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8628.249645233154   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8675.615787506104   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8422.293424606323   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8408.52403640747   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8753.327131271362   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8400.066375732422   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8178.196430206299   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8573.592901229858   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8235.397100448608   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8279.830694198608   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8683.828353881836   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8804.217100143433   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8478.688716888428   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8838.532209396362   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8495.26309967041   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8400.999307632446   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8508.061647415161   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8211.158037185669   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8232.157945632935   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8620.880126953125   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8214.694738388062   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8217.390537261963   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8603.624105453491   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8399.672508239746   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8289.73650932312   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8788.204431533813   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8257.711172103882   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8143.901824951172   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8434.383392333984   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8369.977235794067   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8206.696510314941   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8216.712474822998   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8222.915172576904   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8687.825918197632   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8393.765926361084   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8197.271585464478   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8646.498680114746   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8392.927408218384   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8282.245874404907   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8590.491771697998   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8506.677389144897   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8337.415933609009   -200.0   YES
100   0   10000   1   1.0   SimulatedAnnealingSampler   8316.641807556152   -200.0   YES
