    0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  chain_break_fraction  energy  num_occurrences
0   0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -8.0               21
1   0  1  0  0  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -8.0               39
2   0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0625    -8.0                1
3   0  1  0  0  0  0  0  1  0  0   0   0   1   0   1   0                0.0000    -6.0                3
4   0  1  0  0  0  0  0  1  0  0   0   0   0   0   1   0                0.0000    -6.0                3
5   0  0  0  1  0  1  0  0  0  0   0   0   0   0   1   0                0.0000    -6.0                5
6   0  0  0  1  1  0  0  0  0  0   1   0   0   0   0   0                0.0000    -6.0                3
7   0  1  0  0  0  0  0  1  1  0   0   0   1   0   0   0                0.0000    -6.0                3
8   0  0  1  0  0  1  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0                2
9   0  0  1  0  1  0  0  0  0  0   0   1   1   1   0   0                0.0000    -6.0                1
10  0  0  1  0  1  0  0  0  0  0   0   0   0   1   0   1                0.0000    -6.0                3
11  0  1  0  0  0  0  0  0  0  0   1   0   1   0   0   0                0.0000    -6.0                2
12  0  0  1  0  0  0  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0                1
13  0  1  0  0  0  0  1  0  1  0   0   0   0   0   0   1                0.0000    -6.0                2
14  0  1  0  1  0  0  0  0  1  0   0   0   0   0   1   0                0.0000    -6.0                3
15  0  0  0  1  1  0  0  0  0  0   1   0   0   1   0   0                0.0000    -6.0                5
16  0  0  1  0  1  0  0  0  0  0   0   1   0   0   0   1                0.0000    -6.0                1
17  1  0  0  0  0  0  0  1  0  1   0   0   0   0   1   0                0.0000    -6.0                1
18  1  1  0  0  0  0  0  1  0  0   0   0   0   0   1   0                0.0000    -6.0                2
19  0  0  0  1  0  1  0  0  1  0   0   0   0   0   1   0                0.0000    -6.0                3
20  0  1  0  0  0  0  0  1  1  0   0   0   0   0   0   0                0.0000    -6.0                2
21  0  1  0  0  0  0  0  1  1  0   0   0   1   0   1   0                0.0000    -6.0                3
22  0  0  1  0  1  0  0  0  0  0   0   0   0   0   0   1                0.0000    -6.0                2
23  0  0  1  0  1  0  0  0  0  0   0   0   0   1   0   0                0.0000    -6.0                2
24  0  0  0  0  0  1  0  0  0  0   0   1   1   0   0   0                0.0000    -6.0                4
25  0  1  0  0  0  0  0  1  0  0   0   0   1   0   0   0                0.0000    -6.0                3
26  0  0  0  0  0  0  1  0  1  0   0   0   0   0   0   1                0.0000    -6.0                3
27  0  1  0  1  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -6.0                2
28  1  1  0  0  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -6.0                2
29  0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   1                0.0000    -6.0                1
30  0  1  0  0  0  0  0  1  1  0   0   0   0   0   1   1                0.0000    -6.0                1
31  0  1  0  0  0  0  0  1  0  0   1   0   1   0   0   0                0.0000    -6.0                5
32  0  0  0  1  1  0  0  0  0  0   0   0   0   1   0   0                0.0000    -6.0                5
33  0  0  0  1  0  0  0  0  1  0   0   0   0   0   1   0                0.0000    -6.0                1
34  0  0  1  0  0  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                2
35  0  0  0  0  0  0  0  1  1  0   0   0   0   0   1   0                0.0000    -6.0                1
36  1  0  0  0  0  0  1  0  0  0   0   0   0   1   0   0                0.0000    -6.0                3
37  1  0  0  0  0  0  0  1  0  1   0   0   0   0   0   0                0.0000    -6.0                3
38  0  1  0  0  0  0  0  0  1  0   0   0   0   0   0   1                0.0000    -6.0                1
39  1  0  0  0  0  0  1  0  0  0   0   1   0   1   0   0                0.0000    -6.0                2
40  1  0  0  0  1  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                2
41  1  0  0  0  0  0  0  0  0  0   0   1   0   1   0   0                0.0000    -6.0                1
42  0  0  1  0  0  0  0  0  1  0   0   0   0   0   0   1                0.0625    -4.0                1
43  0  0  1  0  1  0  0  0  1  0   0   0   0   0   0   1                0.0625    -4.0                1
44  0  0  1  0  1  0  1  0  0  1   0   0   0   0   0   1                0.0625    -2.0                1
45  0  0  1  0  0  0  0  0  0  1   0   0   0   0   0   1                0.0625    -6.0                1
46  1  0  0  0  0  0  0  1  0  0   0   0   0   1   1   0                0.0000    -4.0                1
47  0  1  1  0  0  0  0  0  0  0   1   0   1   0   0   0                0.0000    -4.0                1
48  0  1  0  1  0  1  0  0  0  0   0   0   0   0   1   0                0.0000    -4.0                1
49  0  1  0  0  0  0  0  1  1  0   1   0   0   0   0   0                0.0000    -4.0                1
50  0  1  0  0  0  0  0  0  1  0   1   0   0   0   0   0                0.0000    -4.0                2
51  0  0  0  1  0  1  0  0  0  0   0   1   0   0   1   0                0.0000    -4.0                1
52  0  1  0  0  0  0  0  1  1  0   1   0   0   0   1   0                0.0000    -4.0                1
53  0  1  0  1  1  0  0  0  0  0   1   0   0   0   0   0                0.0000    -4.0                1
54  0  0  1  0  0  1  0  0  0  0   0   1   1   1   0   0                0.0000    -4.0                1
55  1  0  0  0  0  1  0  0  0  0   0   0   0   0   1   0                0.0000    -4.0                1
56  0  0  0  0  1  0  0  0  0  0   1   0   1   0   0   0                0.0000    -4.0                1
57  0  0  0  1  0  0  0  0  1  0   1   0   0   0   1   0                0.0000    -4.0                1
58  1  0  0  0  0  0  1  1  1  0   0   0   0   0   1   0                0.0000    -4.0                1
59  0  0  0  0  1  1  0  0  0  0   0   1   0   0   0   0                0.0000    -4.0                1
60  1  0  0  0  0  0  0  1  0  0   0   1   0   0   1   0                0.0000    -4.0                1
61  0  0  1  0  0  0  0  0  0  1   0   1   1   0   0   0                0.0000    -4.0                1
62  0  0  0  1  1  0  0  0  1  0   1   0   0   0   0   0                0.0000    -4.0                1
63  0  0  0  1  0  1  0  0  0  0   1   0   1   0   0   0                0.0000    -4.0                1
64  1  0  1  0  0  0  0  0  0  1   0   0   0   1   0   0                0.0000    -4.0                1
65  0  0  1  0  1  0  0  0  0  0   0   1   1   0   0   1                0.0000    -4.0                1
66  0  0  0  0  0  1  0  0  0  0   1   1   1   0   0   0                0.0000    -4.0                2
67  0  0  0  1  0  1  0  0  0  0   1   0   0   0   1   0                0.0000    -4.0                1
