    0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  chain_break_fraction  energy  num_occurrences
0   0  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                   0.0    -8.0               69
1   0  1  0  0  0  0  0  1  1  0   0   0   0   0   1   0                   0.0    -8.0               35
2   0  0  1  0  1  0  0  0  0  0   0   1   1   0   0   0                   0.0    -6.0                6
3   0  0  1  0  0  0  0  0  0  0   0   1   1   0   0   0                   0.0    -6.0                1
4   0  0  1  0  0  0  0  0  0  1   0   0   0   0   0   1                   0.0    -6.0                2
5   1  0  0  0  0  0  0  1  0  1   0   0   0   0   0   0                   0.0    -6.0                1
6   0  0  1  0  1  0  0  0  0  1   0   0   0   0   0   1                   0.0    -6.0                7
7   0  1  0  0  0  0  0  1  0  0   0   0   1   0   1   0                   0.0    -6.0                2
8   0  0  1  0  1  0  0  0  0  0   0   1   1   1   0   0                   0.0    -6.0                1
9   1  0  0  0  0  0  0  1  1  0   0   0   0   0   1   0                   0.0    -6.0                1
10  1  1  0  0  0  0  0  1  0  0   0   0   0   0   1   0                   0.0    -6.0                3
11  0  0  1  0  1  0  0  0  0  0   0   1   0   0   0   0                   0.0    -6.0                1
12  1  0  0  0  1  0  0  0  0  0   0   1   0   1   0   0                   0.0    -6.0                4
13  0  0  0  1  0  1  0  0  0  0   0   0   0   0   1   0                   0.0    -6.0                2
14  1  0  0  0  0  0  0  1  0  1   0   0   0   0   1   0                   0.0    -6.0                2
15  1  1  0  0  0  0  0  1  1  0   0   0   0   0   1   0                   0.0    -6.0                1
16  0  0  0  1  1  0  0  0  0  0   0   1   0   1   0   0                   0.0    -6.0                2
17  0  1  0  0  0  0  0  1  0  0   1   0   1   0   0   0                   0.0    -6.0                1
18  1  0  0  0  0  0  0  1  0  0   0   0   0   0   1   0                   0.0    -6.0                1
19  0  1  0  1  0  0  0  1  1  0   0   0   0   0   1   0                   0.0    -6.0                1
20  0  0  1  1  1  0  0  0  0  0   0   1   0   1   0   0                   0.0    -6.0                1
21  0  1  0  0  0  0  0  1  1  0   0   0   0   0   1   1                   0.0    -6.0                1
22  0  0  0  1  0  0  0  0  1  0   0   0   0   0   1   0                   0.0    -6.0                1
23  0  0  0  1  1  0  0  0  0  0   0   0   0   1   0   0                   0.0    -6.0                1
24  1  0  1  0  0  0  0  0  0  0   0   1   0   1   0   0                   0.0    -6.0                1
25  0  1  0  0  0  0  0  0  0  0   1   0   1   0   0   0                   0.0    -6.0                4
26  0  0  0  0  0  1  0  0  0  0   0   1   1   0   0   0                   0.0    -6.0                1
27  1  0  1  0  1  0  0  0  0  0   0   1   0   1   0   0                   0.0    -6.0                1
28  0  0  0  1  1  0  0  0  0  0   1   0   0   0   0   0                   0.0    -6.0                2
29  0  0  1  0  1  0  0  0  0  0   0   0   0   1   0   0                   0.0    -6.0                2
30  0  1  0  0  0  0  0  1  1  0   0   0   1   0   1   0                   0.0    -6.0                1
31  0  0  1  1  1  0  0  0  0  0   0   0   0   1   0   0                   0.0    -6.0                1
32  0  1  0  0  0  0  1  0  1  0   0   0   0   0   0   1                   0.0    -6.0                1
33  0  1  0  0  0  0  0  0  1  0   0   0   0   0   1   1                   0.0    -6.0                5
34  0  1  0  0  0  0  0  1  1  0   0   0   0   0   0   1                   0.0    -6.0                4
35  1  0  0  0  0  0  1  0  0  0   0   1   0   1   0   0                   0.0    -6.0                1
36  0  0  0  1  1  0  0  0  0  0   1   0   0   1   0   0                   0.0    -6.0                1
37  0  0  1  0  1  0  0  0  0  0   0   0   0   0   0   1                   0.0    -6.0                4
38  0  0  0  0  0  0  1  0  1  0   0   0   0   0   0   1                   0.0    -6.0                2
39  1  0  0  0  0  0  0  0  0  0   0   1   0   1   0   0                   0.0    -6.0                2
40  0  1  0  1  0  0  0  0  1  0   0   0   0   0   1   0                   0.0    -6.0                4
41  0  1  0  0  0  0  0  0  1  0   0   0   0   0   0   1                   0.0    -6.0                1
42  0  0  1  0  1  0  0  0  0  0   0   0   0   1   0   1                   0.0    -6.0                4
43  1  0  0  0  0  1  0  0  0  0   0   1   1   0   0   0                   0.0    -4.0                1
44  1  0  0  1  0  1  0  0  0  0   0   0   0   0   1   0                   0.0    -4.0                1
45  1  0  0  0  1  0  0  0  0  0   0   1   0   0   0   0                   0.0    -4.0                1
46  0  0  0  1  0  1  0  0  0  0   1   0   1   0   0   0                   0.0    -4.0                1
47  0  0  0  1  1  1  0  0  0  0   1   0   0   0   0   0                   0.0    -4.0                1
48  1  0  0  0  0  1  0  0  0  0   0   1   0   1   0   0                   0.0    -4.0                1
49  0  0  0  0  0  0  0  0  0  1   0   0   0   0   0   1                   0.0    -4.0                1
50  0  1  0  0  0  0  0  0  0  0   1   0   0   0   0   1                   0.0    -4.0                1
51  0  1  1  0  0  0  0  0  0  1   0   0   0   0   0   1                   0.0    -4.0                1
52  1  0  0  0  0  0  1  0  0  0   0   0   0   1   1   0                   0.0    -4.0                1
53  0  1  0  0  1  0  0  0  0  0   0   0   0   0   0   1                   0.0    -4.0                1
